Date,Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
9/20/2012,21:00,15.4,7.9,61,20,25.0,101.25,Clear
9/20/2012,22:00,13.4,8.5,72,15,25.0,101.25,Clear
9/20/2012,23:00,14.0,8.9,71,19,25.0,101.24,Mainly Clear
9/21/2012,0:00,13.7,9.6,76,19,25.0,101.23,Mainly Clear
9/21/2012,1:00,13.1,9.9,81,20,25.0,101.23,Mainly Clear
9/21/2012,2:00,13.5,10.5,82,19,25.0,101.18,Mostly Cloudy
9/21/2012,3:00,13.9,11.0,83,15,25.0,101.14,Mostly Cloudy
9/21/2012,5:00,14.4,11.2,81,19,25.0,101.17,Mostly Cloudy
9/21/2012,6:00,14.4,11.4,82,19,48.3,101.19,Mostly Cloudy
9/21/2012,15:00,19.3,13.9,71,13,24.1,100.93,Mostly Cloudy
9/21/2012,19:00,15.2,15.1,99,7,25.0,101.01,Rain
9/22/2012,3:00,15.8,14.4,91,24,19.3,100.68,Rain Showers
9/22/2012,4:00,15.4,14.1,92,20,19.3,100.5,Rain Showers
9/22/2012,6:00,15.6,12.8,83,26,24.1,100.43,Mostly Cloudy
9/22/2012,7:00,16.2,12.8,80,33,24.1,100.36,Mostly Cloudy
9/22/2012,8:00,16.4,13.1,81,32,48.3,100.25,Mostly Cloudy
9/22/2012,10:00,18.5,13.8,74,33,24.1,100.14,Mostly Cloudy
9/22/2012,12:00,16.9,15.6,92,22,16.1,100.23,Rain Showers
9/22/2012,13:00,16.6,15.6,94,15,19.3,100.22,Rain Showers
9/22/2012,15:00,16.1,15.0,93,9,24.1,100.32,Rain
9/22/2012,16:00,16.8,15.2,90,15,24.1,100.28,Mostly Cloudy
9/22/2012,17:00,16.4,14.9,91,13,24.1,100.32,Mostly Cloudy
9/22/2012,18:00,16.1,15.6,97,13,25.0,100.33,Rain Showers
9/22/2012,19:00,16.0,15.3,96,9,25.0,100.36,Rain Showers
9/23/2012,0:00,14.2,10.4,78,26,25.0,100.41,Mostly Cloudy
9/23/2012,1:00,12.8,9.6,81,17,25.0,100.46,Mostly Cloudy
9/23/2012,2:00,12.2,8.3,77,26,25.0,100.56,Mostly Cloudy
9/23/2012,4:00,11.0,7.4,78,24,25.0,100.63,Mostly Cloudy
9/23/2012,5:00,10.2,7.3,82,20,25.0,100.7,Mainly Clear
9/23/2012,6:00,9.9,7.4,84,19,24.1,100.77,Mainly Clear
9/23/2012,7:00,10.6,7.8,83,20,24.1,100.82,Mainly Clear
9/23/2012,8:00,11.3,7.6,78,28,48.3,100.89,Mainly Clear
9/23/2012,9:00,12.0,6.8,70,24,48.3,100.9,Mainly Clear
9/23/2012,10:00,13.2,5.6,60,33,48.3,100.97,Mainly Clear
9/23/2012,11:00,13.5,4.0,53,28,48.3,101.0,Mainly Clear
9/23/2012,12:00,15.6,4.5,48,26,48.3,101.0,Mainly Clear
9/23/2012,13:00,14.6,4.2,50,30,48.3,101.01,Mainly Clear
9/23/2012,14:00,16.0,4.1,45,28,48.3,101.02,Mainly Clear
9/23/2012,15:00,15.1,4.6,49,24,48.3,101.04,Mainly Clear
9/23/2012,16:00,15.1,5.7,53,15,48.3,101.07,Mainly Clear
9/23/2012,17:00,14.3,3.4,48,20,48.3,101.11,Mainly Clear
9/23/2012,18:00,10.9,4.3,64,9,25.0,101.17,Mainly Clear
9/23/2012,19:00,9.8,5.3,74,4,25.0,101.23,Mainly Clear
9/23/2012,20:00,11.4,4.7,63,9,25.0,101.31,Mainly Clear
9/23/2012,21:00,8.7,5.2,79,7,25.0,101.38,Mainly Clear
9/23/2012,22:00,7.2,4.9,85,7,25.0,101.41,Mainly Clear
9/23/2012,23:00,9.2,5.2,76,7,25.0,101.43,Mostly Cloudy
9/24/2012,0:00,7.7,5.1,84,0,25.0,101.42,Mainly Clear
9/24/2012,1:00,5.7,4.3,91,6,25.0,101.41,Mainly Clear
9/24/2012,2:00,6.9,5.1,88,0,25.0,101.37,Clear
9/24/2012,3:00,5.7,4.7,93,0,25.0,101.38,Clear
9/24/2012,4:00,7.2,5.0,86,4,25.0,101.42,Mainly Clear
9/24/2012,5:00,8.0,7.8,99,0,25.0,101.44,Mostly Cloudy
9/24/2012,6:00,6.9,6.8,99,9,48.3,101.47,Mostly Cloudy
9/24/2012,7:00,7.9,7.5,97,6,48.3,101.48,Mostly Cloudy
9/24/2012,8:00,9.9,7.5,85,13,48.3,101.51,Mainly Clear
9/24/2012,9:00,11.0,7.9,81,13,48.3,101.49,Mainly Clear
9/24/2012,10:00,12.8,7.5,70,22,48.3,101.46,Mainly Clear
9/24/2012,11:00,14.2,5.5,56,28,48.3,101.44,Mainly Clear
9/24/2012,12:00,15.0,5.7,54,20,48.3,101.37,Mainly Clear
9/24/2012,13:00,15.8,3.2,43,28,48.3,101.28,Mainly Clear
9/24/2012,14:00,16.6,3.7,42,32,48.3,101.23,Mainly Clear
9/24/2012,15:00,16.3,3.6,43,24,48.3,101.13,Mainly Clear
9/24/2012,16:00,16.4,4.5,45,26,48.3,101.09,Mainly Clear
9/24/2012,17:00,15.3,5.2,51,28,48.3,101.06,Mainly Clear
9/24/2012,18:00,14.4,5.8,56,22,25.0,101.03,Mainly Clear
9/24/2012,19:00,13.8,5.6,58,33,25.0,101.05,Mainly Clear
9/24/2012,20:00,12.1,6.3,68,15,25.0,101.06,Mainly Clear
9/24/2012,21:00,11.7,6.2,69,17,25.0,101.06,Mostly Cloudy
9/24/2012,22:00,12.6,5.6,62,17,25.0,101.08,Mostly Cloudy
9/24/2012,23:00,12.1,5.6,64,20,25.0,101.04,Mainly Clear
9/25/2012,0:00,11.9,6.0,67,17,25.0,101.02,Mostly Cloudy
9/25/2012,1:00,12.1,6.4,68,19,25.0,100.92,Mostly Cloudy
9/25/2012,2:00,11.7,5.3,65,20,25.0,100.88,Mostly Cloudy
9/25/2012,3:00,11.2,5.5,68,20,25.0,100.85,Mostly Cloudy
9/25/2012,4:00,11.6,5.3,65,24,25.0,100.85,Mostly Cloudy
9/25/2012,6:00,12.4,6.1,65,19,48.3,100.89,Mostly Cloudy
9/25/2012,7:00,13.0,6.9,66,28,48.3,100.89,Mainly Clear
9/25/2012,8:00,14.1,7.2,63,24,48.3,100.92,Mainly Clear
9/25/2012,9:00,16.3,8.6,60,32,48.3,100.93,Mainly Clear
9/25/2012,10:00,17.4,9.0,58,35,48.3,100.92,Mainly Clear
9/25/2012,11:00,18.0,9.2,56,28,48.3,100.94,Mainly Clear
9/25/2012,12:00,18.1,9.6,58,30,48.3,100.99,Mostly Cloudy
9/25/2012,13:00,18.9,9.9,56,33,48.3,100.99,Mostly Cloudy
9/25/2012,14:00,19.0,10.4,57,32,48.3,100.97,Mostly Cloudy
9/25/2012,15:00,19.0,10.2,57,28,48.3,100.98,Mostly Cloudy
9/25/2012,16:00,19.2,9.5,53,19,48.3,100.98,Mostly Cloudy
9/25/2012,17:00,18.8,10.5,59,9,48.3,100.98,Mainly Clear
9/25/2012,18:00,17.8,10.9,64,13,24.1,100.99,Mainly Clear
9/25/2012,19:00,16.6,10.5,67,11,25.0,101.02,Clear
9/25/2012,20:00,15.7,10.6,72,7,25.0,101.03,Mainly Clear
9/25/2012,21:00,14.3,10.5,78,13,25.0,101.06,Mostly Cloudy
9/25/2012,22:00,13.1,9.5,79,7,25.0,101.05,Mainly Clear
9/26/2012,0:00,14.2,9.9,75,15,25.0,101.02,Mostly Cloudy
9/26/2012,1:00,14.0,9.7,75,17,25.0,100.96,Mostly Cloudy
9/26/2012,2:00,14.1,9.3,73,17,25.0,100.89,Mostly Cloudy
9/26/2012,3:00,14.7,8.7,67,17,25.0,100.87,Mostly Cloudy
9/26/2012,4:00,14.6,9.0,69,17,25.0,100.88,Mostly Cloudy
9/26/2012,5:00,15.1,9.2,68,17,25.0,100.84,Mostly Cloudy
9/26/2012,15:00,17.6,15.6,88,11,24.1,100.75,Mostly Cloudy
9/26/2012,16:00,18.8,15.2,80,7,24.1,100.74,Rain Showers
9/26/2012,17:00,16.1,12.6,80,19,24.1,100.86,Mostly Cloudy
9/26/2012,18:00,14.6,10.2,75,17,24.1,101.0,Mostly Cloudy
9/26/2012,19:00,13.6,9.5,76,7,25.0,101.09,Mostly Cloudy
9/26/2012,21:00,13.6,7.0,64,6,25.0,101.33,Cloudy
9/26/2012,22:00,12.6,7.5,71,7,25.0,101.39,Mostly Cloudy
9/26/2012,23:00,11.9,6.2,68,7,25.0,101.46,Mostly Cloudy
9/27/2012,0:00,10.1,6.0,76,7,25.0,101.51,Mainly Clear
9/27/2012,1:00,8.3,6.3,87,9,25.0,101.54,Mainly Clear
9/27/2012,2:00,7.4,5.9,90,9,25.0,101.56,Mainly Clear
9/27/2012,3:00,6.3,4.9,91,9,25.0,101.63,Clear
9/27/2012,4:00,5.1,4.1,93,11,25.0,101.69,Clear
9/27/2012,5:00,6.0,4.6,91,7,25.0,101.76,Clear
9/27/2012,6:00,6.4,4.3,86,0,48.3,101.86,Clear
9/27/2012,7:00,7.5,5.3,86,0,48.3,101.91,Clear
9/27/2012,8:00,9.0,5.6,79,11,48.3,101.99,Clear
9/27/2012,9:00,10.9,5.1,67,9,48.3,102.03,Mainly Clear
9/27/2012,10:00,12.8,4.4,57,4,48.3,102.06,Mainly Clear
9/27/2012,11:00,12.8,3.5,53,6,48.3,102.04,Mainly Clear
9/27/2012,12:00,12.9,3.8,54,4,48.3,102.04,Mainly Clear
9/27/2012,13:00,13.6,4.5,54,11,48.3,101.99,Mostly Cloudy
9/27/2012,14:00,14.9,4.4,49,4,48.3,101.95,Mainly Clear
9/27/2012,15:00,15.1,4.7,50,9,48.3,101.93,Mainly Clear
9/27/2012,16:00,15.1,3.7,46,11,48.3,101.93,Mainly Clear
9/27/2012,17:00,14.6,3.6,48,7,48.3,101.94,Mainly Clear
9/27/2012,18:00,13.1,3.8,53,7,48.3,101.97,Mainly Clear
9/27/2012,19:00,10.6,4.4,65,0,25.0,102.0,Clear
9/27/2012,20:00,11.5,4.9,64,4,25.0,102.01,Mainly Clear
9/27/2012,21:00,9.4,5.5,77,7,25.0,102.01,Clear
9/27/2012,22:00,9.3,4.8,73,4,25.0,101.99,Clear
9/27/2012,23:00,9.2,4.6,73,4,25.0,101.98,Clear
9/28/2012,0:00,9.2,4.0,70,6,25.0,101.96,Clear
9/28/2012,1:00,8.0,4.7,80,7,25.0,101.98,Mainly Clear
9/28/2012,2:00,8.9,5.2,78,6,25.0,101.94,Mainly Clear
9/28/2012,3:00,7.2,4.9,85,9,25.0,101.92,Clear
9/28/2012,4:00,6.0,5.3,95,9,25.0,101.91,Clear
9/28/2012,5:00,5.1,4.6,97,7,25.0,101.87,Mainly Clear
9/28/2012,6:00,5.3,4.1,92,9,48.3,101.83,Mainly Clear
9/28/2012,7:00,7.6,4.7,82,11,48.3,101.8,Mainly Clear
9/28/2012,8:00,9.3,5.8,79,9,48.3,101.81,Mainly Clear
9/28/2012,9:00,10.7,5.3,69,13,48.3,101.76,Mostly Cloudy
9/28/2012,10:00,13.3,6.0,61,13,48.3,101.67,Mostly Cloudy
9/28/2012,11:00,14.6,5.2,53,13,48.3,101.62,Mostly Cloudy
9/28/2012,12:00,15.8,7.1,56,7,48.3,101.55,Mostly Cloudy
9/28/2012,13:00,16.6,6.9,53,9,48.3,101.42,Mainly Clear
9/28/2012,14:00,16.7,8.7,59,17,24.1,101.37,Mostly Cloudy
9/28/2012,15:00,15.6,9.6,67,19,24.1,101.35,Mostly Cloudy
9/28/2012,16:00,14.2,10.0,76,17,24.1,101.33,Mostly Cloudy
9/28/2012,17:00,13.3,10.1,81,17,24.1,101.34,Mostly Cloudy
9/28/2012,18:00,12.9,10.0,83,15,24.1,101.33,Mostly Cloudy
9/28/2012,19:00,13.0,10.0,82,15,25.0,101.35,Mostly Cloudy
9/28/2012,20:00,13.1,10.1,82,4,25.0,101.34,Mostly Cloudy
9/28/2012,21:00,13.1,9.8,80,7,25.0,101.32,Mostly Cloudy
9/28/2012,22:00,13.1,9.8,80,9,25.0,101.3,Mostly Cloudy
9/28/2012,23:00,13.1,9.2,77,11,19.3,101.29,Cloudy
9/29/2012,0:00,13.0,9.3,78,7,19.3,101.27,Cloudy
9/29/2012,1:00,13.1,9.3,78,9,25.0,101.24,Cloudy
9/29/2012,2:00,13.0,9.3,78,11,25.0,101.2,Cloudy
9/29/2012,3:00,11.7,9.9,89,11,25.0,101.19,Cloudy
9/29/2012,4:00,11.3,9.6,89,15,25.0,101.19,Cloudy
9/29/2012,5:00,10.3,8.9,91,19,25.0,101.23,Cloudy
9/29/2012,6:00,10.2,8.8,91,11,25.0,101.27,Cloudy
9/29/2012,7:00,9.8,8.6,92,17,25.0,101.29,Cloudy
9/29/2012,8:00,10.9,9.0,88,19,24.1,101.28,Cloudy
9/29/2012,9:00,12.4,9.6,83,22,24.1,101.27,Mostly Cloudy
9/29/2012,10:00,13.0,10.0,82,20,24.1,101.23,Cloudy
9/29/2012,11:00,12.6,9.8,83,24,24.1,101.19,Cloudy
9/29/2012,14:00,12.6,9.8,83,19,24.1,101.12,Cloudy
9/29/2012,16:00,11.7,9.8,88,26,24.1,101.11,Cloudy
9/30/2012,4:00,10.8,9.5,92,17,12.9,100.96,Cloudy
9/30/2012,5:00,10.9,9.6,92,15,16.1,100.92,Cloudy
9/30/2012,6:00,11.0,9.6,91,13,19.3,100.9,Cloudy
9/30/2012,7:00,11.2,9.9,92,15,19.3,100.88,Cloudy
9/30/2012,8:00,11.4,9.9,90,19,19.3,100.9,Cloudy
9/30/2012,9:00,11.7,9.9,89,20,19.3,100.84,Cloudy
9/30/2012,10:00,11.9,10.1,89,17,19.3,100.79,Cloudy
9/30/2012,11:00,12.2,10.2,88,19,12.9,100.72,Cloudy
9/30/2012,12:00,11.8,11.1,95,17,9.7,100.65,"Drizzle,Fog"
9/30/2012,13:00,11.4,11.0,97,13,6.4,100.54,"Drizzle,Fog"
9/30/2012,22:00,11.6,11.2,97,13,16.1,99.79,Rain
10/1/2012,0:00,11.5,11.1,97,15,19.3,99.62,Rain
10/1/2012,6:00,11.7,11.0,95,15,19.3,99.51,Cloudy
10/1/2012,7:00,12.1,11.2,94,17,19.3,99.6,Rain
10/1/2012,8:00,12.6,11.8,95,17,24.1,99.7,Cloudy
10/1/2012,9:00,14.0,12.3,89,19,24.1,99.8,Mostly Cloudy
10/1/2012,10:00,14.9,12.0,83,20,24.1,99.88,Cloudy
10/1/2012,11:00,14.8,11.9,83,26,24.1,99.96,Cloudy
10/1/2012,12:00,14.8,11.3,80,17,24.1,100.06,Cloudy
10/1/2012,13:00,14.9,11.5,80,19,24.1,100.14,Cloudy
10/1/2012,14:00,15.3,11.4,78,24,24.1,100.2,Cloudy
10/1/2012,15:00,15.2,11.5,79,26,24.1,100.27,Cloudy
10/1/2012,16:00,15.0,11.5,80,19,24.1,100.35,Cloudy
10/1/2012,17:00,14.9,11.4,80,17,48.3,100.45,Mostly Cloudy
10/1/2012,18:00,14.6,11.6,82,6,25.0,100.51,Cloudy
10/1/2012,19:00,14.6,11.7,83,9,25.0,100.57,Mostly Cloudy
10/1/2012,20:00,13.8,11.7,87,9,25.0,100.61,Mostly Cloudy
10/1/2012,21:00,13.8,12.0,89,6,25.0,100.65,Mostly Cloudy
10/1/2012,22:00,13.1,12.7,97,6,25.0,100.66,Mostly Cloudy
10/1/2012,23:00,14.2,12.9,92,22,25.0,100.75,Mostly Cloudy
10/2/2012,0:00,13.5,12.7,95,9,25.0,100.74,Mostly Cloudy
10/2/2012,1:00,12.8,12.6,99,9,25.0,100.76,Mostly Cloudy
10/2/2012,2:00,12.4,12.3,99,7,19.3,100.77,Mostly Cloudy
10/2/2012,3:00,12.1,11.8,98,7,19.3,100.82,Mainly Clear
10/2/2012,4:00,12.0,11.9,99,6,19.3,100.85,Clear
10/2/2012,5:00,11.1,11.0,99,6,16.1,100.92,Mainly Clear
10/2/2012,6:00,11.2,11.2,100,0,48.3,100.96,Mostly Cloudy
10/2/2012,7:00,11.9,11.8,99,4,24.1,101.04,Mostly Cloudy
10/2/2012,8:00,13.0,12.4,96,9,24.1,101.08,Mostly Cloudy
10/2/2012,9:00,14.3,13.1,92,6,24.1,101.08,Cloudy
10/2/2012,10:00,15.2,13.3,88,9,24.1,101.09,Cloudy
10/2/2012,11:00,16.6,13.9,84,7,24.1,101.08,Mostly Cloudy
10/2/2012,12:00,18.2,13.6,75,13,24.1,101.1,Mostly Cloudy
10/2/2012,13:00,18.2,12.9,71,9,24.1,101.03,Cloudy
10/2/2012,14:00,18.7,12.4,67,11,24.1,101.03,Mostly Cloudy
10/2/2012,15:00,18.8,11.5,63,9,24.1,101.08,Mostly Cloudy
10/2/2012,16:00,18.7,12.6,68,6,24.1,101.06,Mostly Cloudy
10/2/2012,17:00,17.9,13.9,77,9,24.1,101.1,Mostly Cloudy
10/2/2012,18:00,16.6,13.3,81,9,24.1,101.16,Mainly Clear
10/2/2012,19:00,15.0,13.3,90,11,25.0,101.18,Mainly Clear
10/2/2012,20:00,14.6,13.0,90,9,25.0,101.22,Mainly Clear
10/2/2012,21:00,14.0,12.8,92,6,25.0,101.27,Mainly Clear
10/2/2012,22:00,14.2,12.9,92,4,25.0,101.28,Clear
10/2/2012,23:00,11.4,10.9,97,4,25.0,101.31,Clear
10/3/2012,0:00,11.9,11.7,99,4,25.0,101.3,Clear
10/3/2012,1:00,11.3,11.0,98,4,25.0,101.33,Clear
10/3/2012,2:00,11.3,11.2,99,7,25.0,101.32,Clear
10/3/2012,3:00,11.6,11.4,99,7,25.0,101.33,Clear
10/3/2012,4:00,11.5,11.2,98,7,25.0,101.37,Clear
10/3/2012,11:00,15.8,13.7,87,19,12.9,101.48,Cloudy
10/3/2012,12:00,16.9,13.2,79,19,24.1,101.42,Mostly Cloudy
10/3/2012,13:00,17.5,13.5,77,13,19.3,101.4,Mostly Cloudy
10/3/2012,14:00,18.7,13.6,72,13,19.3,101.4,Cloudy
10/3/2012,15:00,19.3,13.9,71,13,24.1,101.4,Cloudy
10/3/2012,16:00,19.2,14.2,73,11,24.1,101.42,Cloudy
10/3/2012,17:00,19.2,13.9,71,11,24.1,101.45,Cloudy
10/3/2012,18:00,18.9,13.9,73,11,25.0,101.47,Cloudy
10/3/2012,19:00,19.0,13.9,72,7,25.0,101.51,Cloudy
10/3/2012,20:00,18.6,14.3,76,9,25.0,101.51,Cloudy
10/3/2012,21:00,18.6,14.4,77,11,25.0,101.53,Cloudy
10/3/2012,22:00,18.3,14.7,80,7,25.0,101.56,Cloudy
10/3/2012,23:00,18.0,14.9,82,7,25.0,101.57,Cloudy
10/4/2012,0:00,17.0,15.1,89,11,16.1,101.55,Cloudy
10/4/2012,1:00,16.1,14.7,91,11,16.1,101.55,Cloudy
10/4/2012,3:00,12.6,11.8,95,13,9.7,101.55,"Drizzle,Fog"
10/4/2012,4:00,11.7,11.5,99,15,19.3,101.55,Cloudy
10/4/2012,5:00,11.5,11.0,97,9,16.1,101.59,Cloudy
10/4/2012,7:00,11.4,11.1,98,13,4.0,101.58,"Drizzle,Fog"
10/4/2012,9:00,12.1,12.0,99,11,2.8,101.54,"Drizzle,Fog"
10/4/2012,10:00,12.6,12.5,99,9,4.8,101.47,"Drizzle,Fog"
10/4/2012,12:00,13.6,13.0,96,0,6.4,101.42,"Drizzle,Fog"
10/4/2012,13:00,14.4,13.2,92,0,6.4,101.38,"Drizzle,Fog"
10/4/2012,22:00,15.3,13.8,91,13,12.9,101.01,Mainly Clear
10/5/2012,0:00,15.8,12.7,82,11,12.9,100.94,Mainly Clear
10/5/2012,1:00,15.3,12.6,84,15,12.9,100.94,Mainly Clear
10/5/2012,2:00,15.7,12.7,82,17,16.1,100.92,Clear
10/5/2012,3:00,14.7,12.6,87,17,19.3,100.94,Clear
10/5/2012,4:00,14.4,12.6,89,13,19.3,100.96,Clear
10/5/2012,5:00,13.8,12.6,92,17,19.3,100.96,Clear
10/5/2012,6:00,13.7,12.9,95,4,16.1,100.93,Mainly Clear
10/5/2012,7:00,15.3,14.0,92,6,24.1,100.92,Mainly Clear
10/5/2012,8:00,16.8,14.3,85,9,24.1,100.92,Mostly Cloudy
10/5/2012,9:00,17.3,13.6,79,13,24.1,100.84,Mostly Cloudy
10/5/2012,10:00,18.9,14.4,75,11,24.1,100.87,Rain Showers
10/5/2012,11:00,17.5,14.3,81,22,24.1,100.85,Cloudy
10/5/2012,12:00,18.5,15.3,82,19,24.1,100.74,Cloudy
10/5/2012,13:00,19.2,14.9,76,20,24.1,100.69,Cloudy
10/5/2012,14:00,20.2,15.6,75,19,24.1,100.6,Mostly Cloudy
10/5/2012,15:00,20.7,15.4,72,26,24.1,100.57,Cloudy
10/5/2012,16:00,20.3,15.4,73,28,24.1,100.55,Cloudy
10/5/2012,17:00,19.7,14.8,73,26,24.1,100.55,Cloudy
10/5/2012,18:00,19.0,14.8,77,24,25.0,100.53,Cloudy
10/5/2012,19:00,18.7,14.2,75,32,25.0,100.53,Cloudy
10/5/2012,20:00,18.1,14.0,77,24,25.0,100.55,Cloudy
10/5/2012,21:00,17.8,13.8,77,22,25.0,100.56,Cloudy
10/5/2012,22:00,17.4,12.1,71,19,25.0,100.54,Cloudy
10/5/2012,23:00,17.0,10.9,67,17,25.0,100.53,Cloudy
10/6/2012,0:00,16.8,11.2,70,13,25.0,100.51,Cloudy
10/6/2012,1:00,16.1,10.9,71,17,25.0,100.5,Cloudy
10/6/2012,2:00,15.4,9.6,68,11,25.0,100.44,Rain Showers
10/6/2012,3:00,14.6,10.1,74,11,25.0,100.39,Rain Showers
10/6/2012,4:00,11.0,9.7,92,13,16.1,100.35,Rain
10/6/2012,5:00,9.4,8.8,96,15,16.1,100.32,Rain
10/6/2012,6:00,9.1,8.7,97,6,16.1,100.35,Rain
10/6/2012,8:00,8.8,8.4,97,7,19.3,100.36,Rain
10/6/2012,9:00,9.5,8.6,94,7,24.1,100.33,Rain
10/6/2012,10:00,9.7,8.7,93,13,24.1,100.32,Rain
10/6/2012,11:00,9.6,8.4,92,13,24.1,100.35,Rain
10/6/2012,12:00,10.9,9.3,90,17,24.1,100.32,Mostly Cloudy
10/6/2012,13:00,11.8,9.0,83,20,24.1,100.3,Cloudy
10/6/2012,14:00,13.8,8.9,72,17,24.1,100.28,Mostly Cloudy
10/6/2012,15:00,14.4,8.8,69,28,48.3,100.25,Mainly Clear
10/6/2012,16:00,14.6,7.7,63,28,48.3,100.26,Mainly Clear
10/6/2012,17:00,12.0,7.9,76,9,48.3,100.32,Mostly Cloudy
10/6/2012,18:00,9.7,7.2,84,19,25.0,100.43,Mostly Cloudy
10/6/2012,19:00,10.2,5.9,75,26,25.0,100.52,Mostly Cloudy
10/6/2012,20:00,9.8,5.5,75,17,25.0,100.58,Mainly Clear
10/6/2012,21:00,9.7,5.2,74,19,25.0,100.66,Mainly Clear
10/6/2012,22:00,9.2,4.4,72,26,25.0,100.75,Mainly Clear
10/6/2012,23:00,8.7,4.0,72,22,25.0,100.79,Mainly Clear
10/7/2012,0:00,8.8,4.2,73,28,25.0,100.82,Mostly Cloudy
10/7/2012,1:00,8.4,4.4,76,17,25.0,100.9,Mainly Clear
10/7/2012,2:00,7.0,4.2,82,15,25.0,100.93,Mainly Clear
10/7/2012,3:00,6.5,3.9,83,11,25.0,101.01,Mainly Clear
10/7/2012,4:00,5.3,3.7,89,13,25.0,101.09,Clear
10/7/2012,5:00,5.7,3.8,88,7,25.0,101.19,Mostly Cloudy
10/7/2012,6:00,5.9,3.7,86,11,24.1,101.25,Mostly Cloudy
10/7/2012,7:00,6.0,3.7,85,13,24.1,101.31,Mostly Cloudy
10/7/2012,8:00,5.9,3.3,83,9,24.1,101.29,Mainly Clear
10/7/2012,9:00,6.9,2.5,74,9,48.3,101.3,Mostly Cloudy
10/7/2012,10:00,8.5,3.1,69,22,48.3,101.3,Mostly Cloudy
10/7/2012,11:00,9.0,1.5,59,15,48.3,101.33,Mainly Clear
10/7/2012,12:00,9.2,0.6,55,22,48.3,101.36,Mostly Cloudy
10/7/2012,13:00,9.3,-0.5,50,20,48.3,101.32,Mostly Cloudy
10/7/2012,14:00,10.2,-0.6,47,17,48.3,101.25,Mainly Clear
10/7/2012,15:00,10.5,0.3,49,11,48.3,101.24,Mainly Clear
10/7/2012,16:00,9.2,-0.2,52,11,48.3,101.23,Cloudy
10/7/2012,17:00,8.6,-1.2,50,13,48.3,101.26,Cloudy
10/7/2012,18:00,7.3,-0.1,59,9,25.0,101.27,Cloudy
10/7/2012,19:00,7.3,0.9,64,6,25.0,101.3,Cloudy
10/7/2012,20:00,7.4,0.4,61,6,25.0,101.33,Cloudy
10/7/2012,21:00,7.3,0.6,62,7,25.0,101.34,Cloudy
10/7/2012,22:00,7.5,0.4,61,0,25.0,101.38,Cloudy
10/7/2012,23:00,6.5,1.4,70,15,25.0,101.44,Rain Showers
10/8/2012,0:00,6.4,2.9,78,9,25.0,101.49,Rain Showers
10/8/2012,1:00,6.2,2.9,79,7,25.0,101.52,Rain Showers
10/8/2012,2:00,5.4,3.0,84,6,25.0,101.5,Mostly Cloudy
10/8/2012,3:00,5.1,2.9,86,0,25.0,101.52,Clear
10/8/2012,4:00,3.6,2.4,92,6,25.0,101.58,Clear
10/8/2012,5:00,2.8,2.6,99,0,25.0,101.62,Clear
10/8/2012,6:00,2.4,1.9,96,9,24.1,101.73,Mainly Clear
10/8/2012,7:00,2.5,1.3,92,6,48.3,101.83,Mainly Clear
10/8/2012,8:00,5.4,1.1,74,7,48.3,101.92,Mainly Clear
10/8/2012,9:00,6.6,0.5,65,4,48.3,101.94,Clear
10/8/2012,10:00,8.6,-1.7,48,7,48.3,101.97,Mainly Clear
10/8/2012,11:00,10.0,-1.0,46,9,48.3,101.95,Mainly Clear
10/8/2012,12:00,10.7,-2.0,41,13,48.3,101.95,Mainly Clear
10/8/2012,13:00,11.1,-1.3,42,13,48.3,101.93,Mainly Clear
10/8/2012,14:00,11.6,-1.5,40,19,48.3,101.91,Mainly Clear
10/8/2012,15:00,11.9,0.3,45,9,48.3,101.89,Mostly Cloudy
10/8/2012,16:00,12.0,-0.1,43,13,48.3,101.9,Mostly Cloudy
10/8/2012,17:00,11.5,-1.0,42,9,48.3,101.94,Cloudy
10/8/2012,18:00,10.6,-0.7,45,7,25.0,101.98,Mostly Cloudy
10/8/2012,19:00,9.7,1.5,57,15,25.0,102.03,Mainly Clear
10/8/2012,20:00,8.1,2.2,66,7,25.0,102.05,Mainly Clear
10/8/2012,21:00,7.3,2.7,73,9,25.0,102.08,Mainly Clear
10/8/2012,22:00,8.0,2.0,66,4,25.0,102.08,Clear
10/8/2012,23:00,7.4,1.9,68,7,25.0,102.06,Clear
10/9/2012,0:00,5.8,2.6,80,6,25.0,102.06,Clear
10/9/2012,1:00,5.8,3.3,84,4,25.0,102.08,Clear
10/9/2012,2:00,5.9,3.4,84,6,25.0,102.06,Clear
10/9/2012,3:00,5.9,3.2,83,4,25.0,102.02,Clear
10/9/2012,4:00,4.3,2.7,89,7,25.0,102.04,Clear
10/9/2012,5:00,5.1,3.2,88,4,25.0,102.08,Mainly Clear
10/9/2012,6:00,5.4,3.7,89,7,48.3,102.09,Mainly Clear
10/9/2012,7:00,6.7,5.3,91,9,48.3,102.09,Mainly Clear
10/9/2012,8:00,8.4,6.0,85,15,48.3,102.08,Clear
10/9/2012,9:00,10.3,6.4,77,15,48.3,102.06,Clear
10/9/2012,10:00,12.5,6.0,65,17,48.3,102.0,Clear
10/9/2012,11:00,13.5,4.7,55,6,48.3,101.93,Mainly Clear
10/9/2012,12:00,14.4,4.4,51,7,48.3,101.84,Mainly Clear
10/9/2012,13:00,15.0,4.4,49,7,48.3,101.71,Mostly Cloudy
